TIME,I_pu39,I_pu31,I_pu38,I_pu37,I_pu36,I_pu35,I_pu30,I_pu34,I_pu33,I_pu
2.9108,0.638468,0.654161,0.61574,0.615514,0.634457,0.642208,0.68807,0.682303,0.667854,0.691556
2.911,0.637758,0.655672,0.616124,0.614245,0.634541,0.643047,0.691526,0.68108,0.668583,0.692669
2.9112,0.636093,0.657576,0.616703,0.613437,0.635356,0.643536,0.694042,0.680207,0.669941,0.694184
2.9114,0.634574,0.658314,0.616771,0.613142,0.636534,0.6436,0.695637,0.681493,0.671443,0.695212
2.9116,0.633368,0.657728,0.616353,0.613394,0.637292,0.643861,0.696801,0.684328,0.672044,0.695501
2.9118,0.632886,0.657257,0.615868,0.613866,0.637536,0.644678,0.698223,0.685902,0.671497,0.694994
2.912,0.63313,0.65766,0.615527,0.613804,0.637136,0.645419,0.700194,0.684119,0.670476,0.694122
2.9122,0.633906,0.658674,0.615369,0.613135,0.636155,0.645451,0.701797,0.679697,0.669843,0.693791
2.9124,0.634954,0.659793,0.616022,0.612333,0.635531,0.6447,0.701773,0.675292,0.670059,0.694379
2.9126,0.635251,0.660248,0.617168,0.61177,0.636347,0.643707,0.700935,0.673147,0.670694,0.695292
2.9128,0.634726,0.659455,0.617706,0.611534,0.637848,0.643106,0.700205,0.673555,0.671517,0.696126
2.913,0.634062,0.658259,0.617331,0.611595,0.638584,0.643296,0.70005,0.67504,0.672535,0.696652
2.9132,0.633692,0.658212,0.616515,0.611801,0.638294,0.644261,0.700032,0.675588,0.673095,0.696413
2.9134,0.634252,0.65938,0.615841,0.611969,0.637121,0.645518,0.699359,0.674558,0.673288,0.695461
2.9136,0.635704,0.660781,0.615686,0.612113,0.636239,0.646432,0.69763,0.672825,0.673365,0.694313
2.9138,0.637115,0.661618,0.615889,0.612265,0.636379,0.646476,0.695306,0.671319,0.672787,0.693372
2.914,0.637528,0.661138,0.616124,0.612306,0.637396,0.645556,0.6929,0.670738,0.671839,0.692701
2.9142,0.636676,0.659973,0.616143,0.612109,0.638137,0.644362,0.691059,0.671151,0.671399,0.692569
2.9144,0.635457,0.659587,0.615982,0.611668,0.637846,0.644091,0.690399,0.671578,0.671624,0.69294
2.9146,0.634254,0.660557,0.615854,0.611373,0.637102,0.644649,0.690481,0.671696,0.672457,0.693298
2.9148,0.633802,0.662171,0.61581,0.611514,0.636381,0.645502,0.689428,0.672025,0.672939,0.693035
2.915,0.634685,0.663102,0.615766,0.612011,0.636433,0.645581,0.68652,0.672653,0.6729,0.691932
2.9152,0.635908,0.662515,0.615757,0.612794,0.636955,0.644493,0.682981,0.672886,0.672314,0.690241
2.9154,0.636411,0.660839,0.615834,0.613489,0.637601,0.642733,0.680393,0.672339,0.672124,0.68873
2.9156,0.635748,0.659169,0.61597,0.613869,0.637604,0.641353,0.679396,0.671295,0.672254,0.688486
2.9158,0.634461,0.658816,0.616204,0.613978,0.636653,0.640779,0.678773,0.670455,0.67295,0.689776
2.916,0.633804,0.659952,0.616504,0.614079,0.63589,0.640518,0.677601,0.670447,0.67362,0.691142
2.9162,0.634023,0.661998,0.616729,0.614892,0.635907,0.640471,0.676148,0.67141,0.673702,0.691451
2.9164,0.635364,0.663798,0.616648,0.615952,0.636368,0.640299,0.674966,0.672864,0.672943,0.690421
2.9166,0.636856,0.66404,0.616209,0.616624,0.637037,0.639513,0.674505,0.673961,0.671843,0.688663
2.9168,0.637948,0.662878,0.61563,0.617143,0.637434,0.637913,0.674739,0.674106,0.671419,0.687188
2.917,0.638095,0.661572,0.615233,0.617486,0.637497,0.636173,0.675396,0.67323,0.672057,0.686678
2.9172,0.636932,0.661242,0.615127,0.617855,0.636967,0.634899,0.676232,0.671865,0.673316,0.687113
2.9174,0.63517,0.661791,0.615411,0.618198,0.636081,0.634349,0.676412,0.6712,0.673948,0.687685
2.9176,0.633603,0.662505,0.615799,0.618458,0.635856,0.634209,0.676118,0.671793,0.673348,0.687801
2.9178,0.633431,0.662632,0.615724,0.6187,0.636274,0.633937,0.676734,0.672874,0.672252,0.687242
2.918,0.634305,0.662482,0.615371,0.619014,0.637318,0.633373,0.677889,0.673064,0.671599,0.686513
2.9182,0.634846,0.662467,0.614981,0.619854,0.638103,0.632734,0.678848,0.671601,0.672278,0.685613
2.9184,0.634298,0.663041,0.614652,0.621193,0.638417,0.632446,0.678554,0.669643,0.674382,0.684965
2.9186,0.632794,0.66436,0.614356,0.62257,0.638381,0.632605,0.677863,0.668607,0.676599,0.684593
2.9188,0.631205,0.665789,0.614216,0.623352,0.637986,0.633001,0.678683,0.668631,0.677454,0.684424
2.919,0.629976,0.666134,0.613914,0.623267,0.637466,0.633408,0.680785,0.668906,0.676644,0.684808
2.9192,0.629886,0.665553,0.613546,0.622935,0.636899,0.633815,0.683166,0.668564,0.674804,0.68502
2.9194,0.630525,0.664742,0.613147,0.622763,0.636686,0.63431,0.684731,0.667201,0.673315,0.684941
2.9196,0.630684,0.664989,0.612713,0.623591,0.637163,0.634798,0.685565,0.665559,0.673067,0.685042
2.9198,0.629955,0.666031,0.612369,0.624928,0.638075,0.63531,0.686457,0.664417,0.674245,0.685098
2.92,0.628738,0.666955,0.612218,0.62603,0.638503,0.636255,0.687739,0.664675,0.676217,0.684975
2.9202,0.627426,0.667005,0.612192,0.62648,0.638252,0.637525,0.689125,0.665532,0.677678,0.684515
2.9204,0.626546,0.66615,0.612162,0.626231,0.637478,0.638742,0.6902,0.665842,0.677943,0.683859
2.9206,0.626299,0.66507,0.612078,0.625623,0.636823,0.639501,0.690508,0.665302,0.677332,0.683389
2.9208,0.626498,0.664389,0.61202,0.625383,0.636725,0.639912,0.690186,0.664101,0.676857,0.683421
2.921,0.627007,0.664857,0.612214,0.626119,0.636989,0.640048,0.690526,0.662905,0.676745,0.684315
2.9212,0.627403,0.665903,0.612749,0.628062,0.637729,0.640337,0.690936,0.662296,0.677459,0.685155
2.9214,0.627366,0.666987,0.613725,0.630135,0.638708,0.64116,0.692104,0.662396,0.678521,0.685385
2.9216,0.627034,0.667471,0.614969,0.630955,0.639019,0.642467,0.692534,0.662928,0.679484,0.685392
2.9218,0.626746,0.666921,0.615679,0.630596,0.638672,0.643607,0.690712,0.663273,0.679878,0.685558
2.922,0.626756,0.666105,0.615753,0.630205,0.638267,0.644102,0.687912,0.66337,0.679439,0.685564
2.9222,0.627151,0.665594,0.615572,0.630245,0.637803,0.644354,0.685882,0.663465,0.678444,0.68538
2.9224,0.628281,0.665311,0.615554,0.630534,0.637283,0.644373,0.685502,0.663743,0.677328,0.685206
2.9226,0.629796,0.665056,0.615806,0.630904,0.637007,0.644572,0.686056,0.664077,0.676442,0.685487
2.9228,0.6307,0.66454,0.616138,0.63109,0.637434,0.644966,0.684761,0.664291,0.67619,0.685953
2.923,0.631004,0.66346,0.616411,0.631127,0.638122,0.645498,0.68173,0.66453,0.676635,0.686295
2.9232,0.630858,0.662476,0.616373,0.631123,0.638339,0.646148,0.678658,0.664992,0.676749,0.686141
2.9234,0.630378,0.662113,0.616165,0.63119,0.637786,0.646904,0.676091,0.665654,0.675339,0.685894
2.9236,0.629816,0.662127,0.616754,0.631057,0.636362,0.647504,0.674632,0.6664,0.673145,0.68625
2.9238,0.629783,0.662689,0.617806,0.631247,0.635099,0.647989,0.673838,0.667022,0.67125,0.687117
2.924,0.631253,0.66348,0.618658,0.631721,0.635049,0.648296,0.672859,0.667786,0.670234,0.688204
2.9242,0.633173,0.663407,0.618993,0.632798,0.636666,0.648688,0.671773,0.668435,0.669883,0.68858
2.9244,0.63452,0.662397,0.618715,0.634265,0.638764,0.649394,0.670728,0.669675,0.670083,0.688172
2.9246,0.634816,0.661411,0.618572,0.635162,0.640098,0.649836,0.669876,0.671398,0.669688,0.687841
2.9248,0.634301,0.66118,0.618795,0.635003,0.639921,0.650569,0.669243,0.673213,0.667845,0.687895
2.925,0.633675,0.661721,0.61939,0.633948,0.638189,0.651313,0.668969,0.674222,0.665503,0.688261
2.9252,0.633751,0.662643,0.62041,0.632805,0.636611,0.651827,0.669528,0.674472,0.663244,0.688755
2.9254,0.63442,0.663003,0.621235,0.631784,0.63661,0.651914,0.670934,0.674789,0.662235,0.689037
2.9256,0.635081,0.662168,0.621572,0.631037,0.637994,0.651448,0.672342,0.675053,0.662692,0.689168
2.9258,0.635494,0.66086,0.621158,0.630449,0.639477,0.650781,0.672911,0.675053,0.663295,0.688897
2.926,0.635498,0.660256,0.620251,0.629639,0.639935,0.650583,0.672915,0.674527,0.663113,0.688889
2.9262,0.635396,0.660409,0.619584,0.628784,0.639125,0.651116,0.672838,0.673484,0.662082,0.689398
2.9264,0.635623,0.66062,0.619873,0.627716,0.637581,0.651981,0.673203,0.672276,0.660644,0.690575
2.9266,0.636068,0.660174,0.621041,0.626367,0.636318,0.652656,0.674216,0.672137,0.659966,0.691493
2.9268,0.636235,0.658966,0.622406,0.624843,0.636129,0.652885,0.676257,0.672844,0.659997,0.691439
2.927,0.636815,0.657519,0.623125,0.623719,0.637046,0.652701,0.679156,0.673535,0.661074,0.690475
2.9272,0.637595,0.656701,0.622901,0.622586,0.638312,0.652379,0.681645,0.67322,0.662853,0.689216
2.9274,0.638307,0.656939,0.621922,0.621529,0.638975,0.652363,0.682667,0.671298,0.663962,0.688468
2.9276,0.639189,0.658017,0.621167,0.620458,0.638513,0.652537,0.682937,0.669116,0.664567,0.68874
2.9278,0.63999,0.659396,0.621694,0.619958,0.637241,0.653058,0.683358,0.667746,0.664945,0.689601
2.928,0.639851,0.659879,0.623388,0.621032,0.635964,0.654362,0.68446,0.669151,0.665324,0.690391
2.9282,0.638875,0.658826,0.624887,0.622768,0.635306,0.655801,0.685185,0.672296,0.665701,0.690986
2.9284,0.638084,0.656572,0.625038,0.623174,0.635588,0.656327,0.68575,0.67386,0.665805,0.691066
2.9286,0.637888,0.654205,0.623931,0.621124,0.635964,0.65555,0.68712,0.671967,0.665407,0.690775
2.9288,0.638671,0.65262,0.622554,0.618044,0.635468,0.65454,0.688094,0.668131,0.665277,0.690433
2.929,0.639839,0.65283,0.62202,0.616057,0.633828,0.65395,0.689012,0.66445,0.666028,0.690069
2.9292,0.640028,0.654819,0.622571,0.616033,0.632069,0.654566,0.689987,0.662846,0.667574,0.689696
2.9294,0.638603,0.65717,0.62376,0.617295,0.631959,0.656216,0.689793,0.663689,0.669202,0.689562
2.9296,0.63668,0.658222,0.624842,0.61849,0.632531,0.657448,0.689025,0.665547,0.669654,0.689973
2.9298,0.635307,0.657718,0.625143,0.618703,0.632907,0.657292,0.690055,0.666528,0.668737,0.690443
2.93,0.634793,0.65645,0.624496,0.617979,0.632998,0.656672,0.692819,0.666262,0.667295,0.69052
2.9302,0.635028,0.655548,0.623736,0.617,0.631836,0.656528,0.696164,0.665409,0.666653,0.690529
2.9304,0.635636,0.656289,0.623647,0.616397,0.62965,0.656358,0.698032,0.664347,0.667222,0.690787
2.9306,0.636012,0.657974,0.624228,0.616498,0.627782,0.656021,0.697248,0.663861,0.668617,0.69097
2.9308,0.635047,0.658952,0.624785,0.617261,0.626674,0.655833,0.695501,0.664546,0.669892,0.690718
2.931,0.632819,0.659268,0.624535,0.618051,0.626276,0.655598,0.695631,0.665404,0.670299,0.690619
2.9312,0.630203,0.659119,0.623601,0.618627,0.626131,0.655455,0.697438,0.666356,0.669779,0.690649
2.9314,0.628826,0.658552,0.62232,0.619033,0.62565,0.656115,0.69989,0.667392,0.669072,0.690393
2.9316,0.629691,0.657907,0.621839,0.619091,0.624567,0.657211,0.701619,0.667927,0.668521,0.689676
2.9318,0.631448,0.657664,0.622529,0.618799,0.623163,0.657901,0.701041,0.667656,0.668773,0.689078
2.932,0.631948,0.658197,0.623499,0.618468,0.62206,0.657718,0.699672,0.66711,0.669552,0.688706
2.9322,0.630607,0.659333,0.623257,0.618308,0.621668,0.657099,0.699334,0.666713,0.670466,0.688887
2.9324,0.628359,0.66042,0.621582,0.61829,0.621827,0.656359,0.700455,0.666473,0.670858,0.689757
2.9326,0.62645,0.661064,0.618942,0.61837,0.622053,0.656005,0.701771,0.666895,0.670388,0.690521
2.9328,0.625774,0.66087,0.617029,0.618566,0.62197,0.656234,0.703227,0.668186,0.669832,0.690489
2.933,0.626419,0.660086,0.616552,0.618871,0.621534,0.656782,0.704095,0.66942,0.669233,0.689643
2.9332,0.627556,0.659431,0.617267,0.619212,0.621029,0.656929,0.704632,0.669714,0.66898,0.688388
2.9334,0.628098,0.659273,0.618306,0.619416,0.620665,0.65683,0.704878,0.669269,0.669771,0.68716
2.9336,0.627642,0.659634,0.618363,0.61924,0.62054,0.656539,0.704921,0.668351,0.67152,0.686308
2.9338,0.626684,0.66061,0.617039,0.618566,0.620778,0.656149,0.705425,0.667655,0.67297,0.686113
2.934,0.625836,0.661905,0.61507,0.617763,0.621312,0.656223,0.705032,0.668076,0.672802,0.686313
2.9342,0.625622,0.662848,0.613497,0.617492,0.621527,0.656568,0.704017,0.669091,0.671716,0.686474
2.9344,0.626152,0.663157,0.612949,0.617866,0.621121,0.656868,0.703166,0.669662,0.6708,0.686411
2.9346,0.62716,0.662778,0.613354,0.618464,0.620336,0.656875,0.702618,0.669114,0.67069,0.685891
2.9348,0.627637,0.661871,0.614122,0.618476,0.619651,0.656414,0.702857,0.667394,0.671516,0.684957
2.935,0.627271,0.660995,0.61465,0.617728,0.619427,0.655828,0.704065,0.665245,0.672626,0.683946
2.9352,0.626591,0.660935,0.614699,0.616427,0.619775,0.655314,0.704883,0.663475,0.673303,0.683314
2.9354,0.626291,0.661909,0.614405,0.615126,0.620502,0.65514,0.704223,0.662771,0.673318,0.683052
2.9356,0.62658,0.663272,0.614061,0.61464,0.621184,0.655256,0.702801,0.662828,0.67286,0.683161
2.9358,0.627243,0.66416,0.613906,0.615233,0.621508,0.655556,0.702544,0.662797,0.672517,0.68326
2.936,0.627926,0.664177,0.613941,0.61596,0.621412,0.655987,0.704078,0.662215,0.672747,0.683708
2.9362,0.628301,0.663377,0.614041,0.615663,0.621038,0.656102,0.706509,0.661114,0.673374,0.684104
2.9364,0.628238,0.662127,0.614488,0.614345,0.620701,0.656208,0.708062,0.659552,0.673874,0.683709
2.9366,0.62785,0.66165,0.615357,0.612727,0.620669,0.65684,0.70843,0.658206,0.673933,0.682663
2.9368,0.627545,0.662364,0.616289,0.611826,0.621109,0.657423,0.708141,0.657582,0.673741,0.681585
2.937,0.627495,0.663494,0.616816,0.612062,0.621882,0.65723,0.707617,0.657478,0.673535,0.68132
2.9372,0.627631,0.663617,0.616724,0.612944,0.6222,0.65693,0.707938,0.657609,0.673197,0.68185
2.9374,0.627687,0.662198,0.616254,0.613692,0.621408,0.6573,0.708688,0.657606,0.672449,0.683261
2.9376,0.627955,0.659621,0.615958,0.614092,0.62001,0.658528,0.708577,0.657412,0.671128,0.684226
2.9378,0.629798,0.657274,0.616279,0.614224,0.618615,0.659824,0.708823,0.657252,0.669613,0.684047
2.938,0.632825,0.656511,0.617437,0.614373,0.618528,0.66037,0.710442,0.657324,0.668257,0.682864
2.9382,0.6344,0.657691,0.619168,0.614944,0.6195,0.660014,0.712346,0.657717,0.667908,0.681717
2.9384,0.633549,0.659086,0.62047,0.616497,0.620797,0.6594,0.713525,0.658357,0.668688,0.680784
2.9386,0.631063,0.659146,0.621065,0.619101,0.621357,0.659348,0.714265,0.659733,0.671307,0.680076
2.9388,0.628923,0.657375,0.620755,0.621117,0.620295,0.660067,0.714031,0.661138,0.674105,0.679867
2.939,0.628311,0.654644,0.619956,0.621003,0.618378,0.661722,0.713126,0.661832,0.674717,0.68006
2.9392,0.629188,0.652374,0.620031,0.619932,0.616755,0.66343,0.71328,0.662055,0.672936,0.680101
2.9394,0.63055,0.65156,0.621232,0.620074,0.616378,0.66424,0.714964,0.662124,0.670374,0.679926
2.9396,0.631087,0.65202,0.622708,0.62167,0.6171,0.664378,0.716384,0.662419,0.668676,0.679611
2.9398,0.630473,0.652735,0.623468,0.623385,0.618222,0.664104,0.716026,0.663403,0.669071,0.679352
2.94,0.62917,0.652842,0.623294,0.623995,0.61864,0.66399,0.715583,0.664803,0.670772,0.67886
2.9402,0.627944,0.651958,0.622814,0.623228,0.618278,0.664006,0.716625,0.665988,0.672258,0.678077
2.9404,0.627925,0.650456,0.622941,0.621839,0.618454,0.664615,0.718202,0.666638,0.672322,0.677831
2.9406,0.630429,0.649137,0.623691,0.621075,0.619136,0.665332,0.718643,0.667078,0.670751,0.678954
2.9408,0.63399,0.648465,0.62454,0.621735,0.619831,0.665492,0.716932,0.667753,0.668713,0.680522
2.941,0.636259,0.648479,0.624978,0.623359,0.620271,0.665094,0.715353,0.668758,0.667284,0.681651
2.9412,0.636139,0.649406,0.625385,0.624744,0.620908,0.664501,0.715482,0.669922,0.66699,0.681897
2.9414,0.634714,0.650881,0.625491,0.625559,0.621997,0.664147,0.716617,0.670689,0.668156,0.681466
2.9416,0.633779,0.651832,0.625575,0.625273,0.622667,0.663932,0.717411,0.671222,0.670057,0.681205
2.9418,0.634573,0.651796,0.62564,0.624273,0.622732,0.663471,0.717185,0.672176,0.670641,0.680998
2.942,0.636097,0.65113,0.625434,0.622994,0.622501,0.663338,0.716674,0.673368,0.669197,0.680631
2.9422,0.636897,0.650149,0.625179,0.621931,0.62246,0.663402,0.716693,0.674601,0.66612,0.679787
2.9424,0.636469,0.649207,0.624889,0.621195,0.622537,0.663028,0.716738,0.674925,0.663078,0.678334
2.9426,0.635384,0.648935,0.624843,0.620627,0.623446,0.662489,0.716217,0.674364,0.66139,0.676798
2.9428,0.635138,0.649431,0.62519,0.620124,0.62513,0.662297,0.714671,0.673988,0.661619,0.675681
2.943,0.635843,0.65056,0.626051,0.61933,0.626423,0.662345,0.713168,0.674327,0.662572,0.675916
2.9432,0.637355,0.651666,0.627024,0.618502,0.626835,0.662582,0.712113,0.675195,0.663295,0.677914
2.9434,0.63855,0.652384,0.627259,0.61863,0.626084,0.662929,0.711173,0.676186,0.662595,0.680058
2.9436,0.639138,0.652339,0.627116,0.619989,0.625143,0.663329,0.709373,0.676997,0.660581,0.680857
2.9438,0.639446,0.651624,0.6266,0.622016,0.62469,0.663409,0.70751,0.677387,0.658333,0.680234
2.944,0.639678,0.650882,0.626142,0.623125,0.625605,0.663179,0.705913,0.677302,0.656983,0.679317
2.9442,0.639566,0.650599,0.625678,0.622748,0.627434,0.662757,0.705142,0.677151,0.656352,0.679033
2.9444,0.639114,0.65129,0.625447,0.621598,0.629236,0.66219,0.70353,0.677124,0.656159,0.679647
2.9446,0.638891,0.652735,0.625838,0.620755,0.629596,0.662359,0.701348,0.677849,0.655466,0.680777
2.9448,0.639231,0.65413,0.62643,0.621393,0.628571,0.663566,0.698326,0.679581,0.654827,0.681583
2.945,0.639772,0.654934,0.627011,0.622853,0.626935,0.66484,0.697143,0.680921,0.654488,0.681517
2.9452,0.64024,0.654643,0.627262,0.624356,0.625666,0.665399,0.697945,0.680988,0.654151,0.681098
2.9454,0.640385,0.65361,0.626875,0.624874,0.625866,0.664834,0.697115,0.680056,0.653613,0.68116
2.9456,0.640594,0.652566,0.626358,0.62442,0.627454,0.663304,0.693592,0.678537,0.652868,0.681622
2.9458,0.640484,0.652147,0.62631,0.623252,0.629028,0.661515,0.689061,0.677334,0.652366,0.681922
2.946,0.640476,0.652547,0.626514,0.622575,0.629698,0.66031,0.685703,0.676673,0.652278,0.681736
2.9462,0.640284,0.653446,0.626414,0.622254,0.629431,0.66044,0.684311,0.67694,0.652491,0.681044
2.9464,0.640544,0.654234,0.626166,0.622699,0.6284,0.661388,0.684039,0.677155,0.652858,0.680206
2.9466,0.64154,0.65441,0.625567,0.623734,0.627077,0.662236,0.683384,0.676751,0.653304,0.679888
2.9468,0.642351,0.653958,0.624411,0.624536,0.626378,0.662015,0.681591,0.675611,0.653721,0.680418
2.947,0.641908,0.653351,0.623712,0.624237,0.626566,0.66088,0.679156,0.674159,0.65408,0.681412
2.9472,0.640278,0.653117,0.624204,0.623137,0.627181,0.659705,0.677577,0.672073,0.654485,0.68212
2.9474,0.638023,0.653391,0.625497,0.622116,0.628228,0.658633,0.677669,0.670061,0.654922,0.681954
2.9476,0.636808,0.654035,0.626649,0.621533,0.629257,0.657642,0.67885,0.66851,0.655371,0.680764
2.9478,0.636697,0.65494,0.626529,0.621682,0.629933,0.657321,0.680059,0.668164,0.656047,0.679089
2.948,0.637589,0.655677,0.625086,0.622544,0.629519,0.65732,0.680251,0.668589,0.656698,0.677913
2.9482,0.638032,0.655884,0.623463,0.623023,0.628125,0.657258,0.67941,0.668335,0.65702,0.677739
2.9484,0.637448,0.65551,0.622568,0.622569,0.626525,0.657178,0.678928,0.666816,0.657086,0.678006
2.9486,0.635919,0.65495,0.622643,0.621568,0.625803,0.657037,0.679513,0.664604,0.657139,0.677811
2.9488,0.634192,0.654715,0.623305,0.621241,0.626188,0.65699,0.680644,0.662608,0.657368,0.676998
2.949,0.633356,0.655143,0.623883,0.622116,0.627174,0.656724,0.68178,0.661437,0.657908,0.675302
2.9492,0.633479,0.656205,0.62389,0.62378,0.627932,0.656461,0.68273,0.661181,0.658738,0.67353
2.9494,0.634,0.657449,0.623328,0.62486,0.628446,0.656096,0.683083,0.661384,0.659599,0.672224
2.9496,0.634898,0.658302,0.622715,0.624902,0.628225,0.656278,0.683286,0.661488,0.660284,0.672217
2.9498,0.635435,0.658461,0.622666,0.62396,0.627554,0.656764,0.684011,0.66127,0.660756,0.672683
2.95,0.635565,0.658126,0.622965,0.622666,0.626546,0.657013,0.685187,0.660806,0.660985,0.672162
2.9502,0.635611,0.657692,0.6233,0.621742,0.625569,0.657151,0.68679,0.66036,0.660983,0.670397
2.9504,0.635964,0.657443,0.623377,0.621529,0.625014,0.657358,0.688559,0.659946,0.660975,0.668087
